V1	V2.x	V3	V4	V5	grp	DUP
NC_021694.1	Gnomon	intron	3556768	3556851	1069	NO
NC_021694.1	Gnomon	exon	3556852	3556907	1070	NO
NC_021694.1	Gnomon	intron	3556908	3557644	1071	NO
NC_021694.1	Gnomon	exon	3557645	3557770	1072	NO
NC_021694.1	Gnomon	intron	3557771	3559789	1073	NO
NC_021694.1	Gnomon	exon	3559790	3559975	1074	NO
NC_021694.1	Gnomon	intron	3559976	3561053	1075	NO
NC_021694.1	Gnomon	exon	3561054	3561115	1076	NO
NC_021694.1	Gnomon	intron	3561116	3561202	1077	NO
NC_021694.1	Gnomon	exon	3561203	3561406	1078	NO
NC_021694.1	Gnomon	intron	3561407	3561906	1079	NO
NC_021694.1	Gnomon	exon	3561907	3562056	1080	NO
NC_021694.1	Gnomon	intron	3562057	3562194	1081	NO
NC_021694.1	Gnomon	exon	3562195	3562403	1082	NO
NC_021694.1	Gnomon	intron	3562404	3562487	1083	NO
NC_021694.1	Gnomon	exon	3562488	3562652	1084	NO
NC_021694.1	Gnomon	intron	3562653	3563820	1085	NO
NC_021694.1	Gnomon	exon	3563821	3565437	1086	NO
NC_021696.1	Gnomon	non_coding	3565438	3578756	NA	NA
NC_021694.1	Gnomon	exon	3578757	3578995	1088	NO
NC_021694.1	Gnomon	intron	3578996	3579333	1089	NO
NC_021694.1	Gnomon	exon	3579334	3579420	1090	NO
NC_021694.1	Gnomon	intron	3579421	3579961	1091	NO
NC_021694.1	Gnomon	exon	3579962	3580088	1092	NO
NC_021694.1	Gnomon	intron	3580089	3580194	1093	NO
NC_021694.1	Gnomon	exon	3580195	3580293	1094	NO
NC_021694.1	Gnomon	intron	3580294	3580667	1095	NO
NC_021694.1	Gnomon	exon	3580668	3580741	1096	NO
NC_021694.1	Gnomon	intron	3580742	3580992	1097	NO
NC_021694.1	Gnomon	exon	3580993	3581129	1098	NO
NC_021694.1	Gnomon	intron	3581130	3581452	1099	NO
NC_021694.1	Gnomon	exon	3581453	3581528	1100	NO
NC_021694.1	Gnomon	intron	3581529	3582042	1101	NO
NC_021694.1	Gnomon	exon	3582043	3582083	1102	NO
NC_021694.1	Gnomon	intron	3582084	3582133	1103	NO
NC_021694.1	Gnomon	exon	3582134	3582263	1104	NO
NC_021696.1	Gnomon	non_coding	3582264	3585640	NA	NA
NC_021694.1	Gnomon	exon	3585641	3585711	1106	NO
NC_021694.1	Gnomon	intron	3585712	3585783	1107	NO
NC_021694.1	Gnomon	exon	3585784	3585905	1108	NO
NC_021694.1	Gnomon	intron	3585906	3586232	1109	NO
NC_021694.1	Gnomon	exon	3586233	3589337	1110	NO
NC_021696.1	Gnomon	non_coding	3589338	3669255	NA	NA
NC_021694.1	Gnomon	exon	3669256	3669715	1112	NO
NC_021694.1	Gnomon	intron	3669716	3678022	1113	NO
NC_021694.1	Gnomon	exon	3678023	3678121	1114	NO
NC_021694.1	Gnomon	intron	3678122	3678204	1115	NO
NC_021694.1	Gnomon	exon	3678205	3678411	1116	NO
NC_021694.1	Gnomon	intron	3678412	3679951	1117	NO
NC_021694.1	Gnomon	exon	3679952	3680143	1118	NO
NC_021694.1	Gnomon	intron	3680144	3680907	1119	NO
NC_021694.1	Gnomon	exon	3680908	3681057	1120	NO
NC_021694.1	Gnomon	intron	3681058	3682096	1121	NO
NC_021694.1	Gnomon	exon	3682097	3682285	1122	NO
NC_021694.1	Gnomon	intron	3682286	3683695	1123	NO
NC_021694.1	Gnomon	exon	3683696	3683860	1124	NO
NC_021696.1	Gnomon	non_coding	3683861	3685827	NA	NA
NC_021694.1	Gnomon	exon	3685828	3685895	1126	NO
NC_021694.1	Gnomon	intron	3685896	3686175	1127	NO
NC_021694.1	Gnomon	exon	3686176	3686762	1128	NO
NC_021694.1	Gnomon	intron	3686763	3688175	1129	NO
NC_021694.1	Gnomon	exon	3688176	3688276	1130	NO
NC_021694.1	Gnomon	intron	3688277	3690047	1131	NO
NC_021694.1	Gnomon	exon	3690048	3690232	1132	NO
NC_021696.1	Gnomon	non_coding	3690233	3690457	NA	NA
NC_021694.1	Gnomon	exon	3690458	3690568	1134	NO
NC_021694.1	Gnomon	intron	3690569	3690650	1135	NO
NC_021694.1	Gnomon	exon	3690651	3690736	1136	NO
NC_021696.1	Gnomon	non_coding	3690737	3691424	NA	NA
NC_021694.1	Gnomon	exon	3691425	3691535	1138	NO
NC_021694.1	Gnomon	intron	3691536	3691617	1139	NO
NC_021694.1	Gnomon	exon	3691618	3691702	1140	NO
NC_021694.1	Gnomon	intron	3691703	3692610	1141	NO
NC_021694.1	Gnomon	exon	3692611	3692705	1142	NO
NC_021694.1	Gnomon	intron	3692706	3693626	1143	NO
NC_021694.1	Gnomon	exon	3693627	3693766	1144	NO
NC_021694.1	Gnomon	intron	3693767	3694993	1145	NO
NC_021694.1	Gnomon	exon	3694994	3695178	1146	NO
NC_021694.1	Gnomon	intron	3695179	3695436	1147	NO
NC_021694.1	Gnomon	exon	3695437	3695503	1148	NO
NC_021694.1	Gnomon	intron	3695504	3696572	1149	NO
NC_021694.1	Gnomon	exon	3696573	3696731	1150	NO
NC_021694.1	Gnomon	intron	3696732	3697264	1151	NO
NC_021694.1	Gnomon	exon	3697265	3697378	1152	NO
NC_021694.1	Gnomon	intron	3697379	3697523	1153	NO
NC_021694.1	Gnomon	exon	3697524	3697652	1154	NO
NC_021694.1	Gnomon	intron	3697653	3697983	1155	NO
NC_021694.1	Gnomon	exon	3697984	3698088	1156	NO
NC_021694.1	Gnomon	intron	3698089	3698179	1157	NO
NC_021694.1	Gnomon	exon	3698180	3698338	1158	NO
NC_021694.1	Gnomon	intron	3698339	3698484	1159	NO
NC_021694.1	Gnomon	exon	3698485	3698601	1160	NO
NC_021694.1	Gnomon	intron	3698602	3698924	1161	NO
NC_021694.1	Gnomon	exon	3698925	3699361	1162	NO
NC_021694.1	Gnomon	intron	3699362	3699981	1163	NO
NC_021694.1	Gnomon	exon	3699982	3700061	1164	NO
NC_021694.1	Gnomon	intron	3700062	3700734	1165	NO
NC_021694.1	Gnomon	exon	3700735	3700835	1166	NO
NC_021694.1	Gnomon	intron	3700836	3701291	1167	NO
NC_021694.1	Gnomon	exon	3701292	3701474	1168	NO
NC_021696.1	Gnomon	non_coding	3701475	3702127	NA	NA
NC_021694.1	Gnomon	exon	3702128	3702463	1170	NO
NC_021694.1	Gnomon	intron	3702464	3703264	1171	NO
NC_021694.1	Gnomon	exon	3703265	3703429	1172	NO
NC_021694.1	Gnomon	intron	3703430	3705280	1173	NO
NC_021694.1	Gnomon	exon	3705281	3705459	1174	NO
NC_021694.1	Gnomon	intron	3705460	3706818	1175	NO
NC_021694.1	Gnomon	exon	3706819	3706988	1176	NO
NC_021694.1	Gnomon	intron	3706989	3707067	1177	NO
NC_021694.1	Gnomon	exon	3707068	3707225	1178	NO
NC_021696.1	Gnomon	non_coding	3707226	3708054	NA	NA
NC_021694.1	Gnomon	exon	3708055	3708228	1180	NO
NC_021694.1	Gnomon	intron	3708229	3708675	1181	NO
NC_021694.1	Gnomon	exon	3708676	3709256	1182	NO
NC_021694.1	Gnomon	intron	3709257	3709994	1183	NO
NC_021694.1	Gnomon	exon	3709995	3711912	1184	NO
NC_021696.1	Gnomon	non_coding	3711913	3726340	NA	NA
NC_021694.1	Gnomon	exon	3726341	3726466	1186	NO
NC_021694.1	Gnomon	intron	3726467	3726678	1187	NO
NC_021694.1	Gnomon	exon	3726679	3726925	1188	NO
NC_021694.1	Gnomon	intron	3726926	3727001	1189	NO
NC_021694.1	Gnomon	exon	3727002	3727330	1190	NO
NC_021694.1	Gnomon	intron	3727331	3727534	1191	NO
NC_021694.1	Gnomon	exon	3727535	3728225	1192	NO
NC_021696.1	Gnomon	non_coding	3728226	3731382	NA	NA
NC_021694.1	Gnomon	exon	3731383	3734129	1194	NO
NC_021694.1	Gnomon	intron	3734130	3734212	1195	NO
NC_021694.1	Gnomon	exon	3734213	3734319	1196	NO
NC_021694.1	Gnomon	intron	3734320	3735242	1197	NO
NC_021694.1	Gnomon	exon	3735243	3735477	1198	NO
NC_021694.1	Gnomon	intron	3735478	3735967	1199	NO
NC_021694.1	Gnomon	exon	3735968	3736107	1200	NO
NC_021694.1	Gnomon	intron	3736108	3738984	1201	NO
NC_021694.1	Gnomon	exon	3738985	3739328	1202	NO
NC_021696.1	Gnomon	non_coding	3739329	3850812	NA	NA
NC_021694.1	Gnomon	exon	3850813	3850979	1204	NO
NC_021694.1	Gnomon	intron	3850980	3851086	1205	NO
NC_021694.1	Gnomon	exon	3851087	3851164	1206	NO
NC_021694.1	Gnomon	intron	3851165	3851314	1207	NO
NC_021694.1	Gnomon	exon	3851315	3851409	1208	NO
NC_021694.1	Gnomon	intron	3851410	3916342	1209	NO
NC_021694.1	Gnomon	exon	3916343	3916519	1210	NO
NC_021694.1	Gnomon	intron	3916520	3917261	1211	NO
NC_021694.1	Gnomon	exon	3917262	3917519	1212	NO
NC_021694.1	Gnomon	intron	3917520	3920532	1213	NO
NC_021694.1	Gnomon	exon	3920533	3920714	1214	NO
NC_021694.1	Gnomon	intron	3920715	3924468	1215	NO
NC_021694.1	Gnomon	exon	3924469	3924522	1216	NO
NC_021694.1	Gnomon	intron	3924523	3932858	1217	NO
NC_021694.1	Gnomon	exon	3932859	3933032	1218	NO
NC_021694.1	Gnomon	intron	3933033	3936541	1219	NO
NC_021694.1	Gnomon	exon	3936542	3936685	1220	NO
NC_021694.1	Gnomon	intron	3936686	3938935	1221	NO
NC_021694.1	Gnomon	exon	3938936	3939043	1222	NO
NC_021694.1	Gnomon	intron	3939044	3942643	1223	NO
NC_021694.1	Gnomon	exon	3942644	3942757	1224	NO
NC_021694.1	Gnomon	intron	3942758	3945569	1225	NO
NC_021694.1	Gnomon	exon	3945570	3945773	1226	NO
NC_021694.1	Gnomon	intron	3945774	3955027	1227	NO
NC_021694.1	Gnomon	exon	3955028	3955251	1228	NO
NC_021694.1	Gnomon	intron	3955252	3961592	1229	NO
NC_021694.1	Gnomon	exon	3961593	3961711	1230	NO
NC_021694.1	Gnomon	intron	3961712	3963470	1231	NO
NC_021694.1	Gnomon	exon	3963471	3963688	1232	NO
NC_021694.1	Gnomon	intron	3963689	3970589	1233	NO
NC_021694.1	Gnomon	exon	3970590	3970812	1234	NO
NC_021694.1	Gnomon	intron	3970813	3971379	1235	NO
NC_021694.1	Gnomon	exon	3971380	3971630	1236	NO
NC_021694.1	Gnomon	intron	3971631	3973691	1237	NO
NC_021694.1	Gnomon	exon	3973692	3973916	1238	NO
NC_021696.1	Gnomon	non_coding	3973917	4136020	NA	NA
NC_021694.1	Gnomon	exon	4136021	4136140	1240	NO
NC_021694.1	Gnomon	intron	4136141	4136937	1241	NO
NC_021694.1	Gnomon	exon	4136938	4137018	1242	NO
NC_021694.1	Gnomon	intron	4137019	4137316	1243	NO
NC_021694.1	Gnomon	exon	4137317	4137616	1244	NO
NC_021694.1	Gnomon	intron	4137617	4137701	1245	NO
NC_021694.1	Gnomon	exon	4137702	4137825	1246	NO
NC_021694.1	Gnomon	intron	4137826	4137918	1247	NO
NC_021694.1	Gnomon	exon	4137919	4138088	1248	NO
NC_021694.1	Gnomon	intron	4138089	4138796	1249	NO
NC_021694.1	Gnomon	exon	4138797	4138951	1250	NO
NC_021694.1	Gnomon	intron	4138952	4139130	1251	NO
NC_021694.1	Gnomon	exon	4139131	4139290	1252	NO
NC_021694.1	Gnomon	intron	4139291	4140963	1253	NO
NC_021694.1	Gnomon	exon	4140964	4141046	1254	NO
NC_021694.1	Gnomon	intron	4141047	4141138	1255	NO
NC_021694.1	Gnomon	exon	4141139	4141352	1256	NO
NC_021694.1	Gnomon	intron	4141353	4141533	1257	NO
NC_021694.1	Gnomon	exon	4141534	4141722	1258	NO
NC_021694.1	Gnomon	intron	4141723	4141944	1259	NO
NC_021694.1	Gnomon	exon	4141945	4142046	1260	NO
NC_021694.1	Gnomon	intron	4142047	4142316	1261	NO
NC_021694.1	Gnomon	exon	4142317	4142463	1262	NO
NC_021694.1	Gnomon	intron	4142464	4142663	1263	NO
NC_021694.1	Gnomon	exon	4142664	4142804	1264	NO
NC_021694.1	Gnomon	intron	4142805	4142929	1265	NO
NC_021694.1	Gnomon	exon	4142930	4143023	1266	NO
NC_021694.1	Gnomon	intron	4143024	4143168	1267	NO
NC_021694.1	Gnomon	exon	4143169	4143250	1268	NO
NC_021694.1	Gnomon	intron	4143251	4143350	1269	NO
NC_021694.1	Gnomon	exon	4143351	4143448	1270	NO
NC_021694.1	Gnomon	intron	4143449	4145183	1271	NO
NC_021694.1	Gnomon	exon	4145184	4145274	1272	NO
NC_021696.1	Gnomon	non_coding	4145275	4145787	NA	NA
NC_021694.1	Gnomon	exon	4145788	4145846	1274	NO
NC_021694.1	Gnomon	intron	4145847	4146518	1275	NO
NC_021694.1	Gnomon	exon	4146519	4146594	1276	NO
NC_021694.1	Gnomon	intron	4146595	4147307	1277	NO
NC_021694.1	Gnomon	exon	4147308	4147356	1278	NO
NC_021694.1	Gnomon	intron	4147357	4147883	1279	NO
NC_021694.1	Gnomon	exon	4147884	4147968	1280	NO
NC_021694.1	Gnomon	intron	4147969	4148885	1281	NO
NC_021694.1	Gnomon	exon	4148886	4148944	1282	NO
NC_021694.1	Gnomon	intron	4148945	4150082	1283	NO
NC_021694.1	Gnomon	exon	4150083	4150274	1284	NO
NC_021694.1	Gnomon	intron	4150275	4151000	1285	NO
NC_021694.1	Gnomon	exon	4151001	4151179	1286	NO
NC_021696.1	Gnomon	non_coding	4151180	4153159	NA	NA
NC_021694.1	Gnomon	exon	4153160	4153277	1288	NO
NC_021694.1	Gnomon	intron	4153278	4156277	1289	NO
NC_021694.1	Gnomon	exon	4156278	4156307	1290	NO
NC_021694.1	Gnomon	intron	4156308	4159571	1291	NO
NC_021694.1	Gnomon	exon	4159572	4159726	1292	NO
NC_021694.1	Gnomon	intron	4159727	4160837	1293	NO
NC_021694.1	Gnomon	exon	4160838	4161005	1294	NO
NC_021694.1	Gnomon	intron	4161006	4161363	1295	NO
NC_021694.1	Gnomon	exon	4161364	4161444	1296	NO
NC_021694.1	Gnomon	intron	4161445	4162009	1297	NO
NC_021694.1	Gnomon	exon	4162010	4162113	1298	NO
NC_021694.1	Gnomon	intron	4162114	4162453	1299	NO
NC_021694.1	Gnomon	exon	4162454	4162582	1300	NO
NC_021694.1	Gnomon	intron	4162583	4163172	1301	NO
NC_021694.1	Gnomon	exon	4163173	4163242	1302	NO
NC_021694.1	Gnomon	intron	4163243	4163724	1303	NO
NC_021694.1	Gnomon	exon	4163725	4163864	1304	NO
NC_021694.1	Gnomon	intron	4163865	4164458	1305	NO
NC_021694.1	Gnomon	exon	4164459	4164522	1306	NO
NC_021694.1	Gnomon	intron	4164523	4164826	1307	NO
NC_021694.1	Gnomon	exon	4164827	4165129	1308	NO
NC_021696.1	Gnomon	non_coding	4165130	4166236	NA	NA
NC_021694.1	Gnomon	exon	4166237	4166314	1310	NO
NC_021694.1	Gnomon	intron	4166315	4167040	1311	NO
NC_021694.1	Gnomon	exon	4167041	4167624	1312	NO
NC_021696.1	Gnomon	non_coding	4167625	4172131	NA	NA
NC_021694.1	Gnomon	exon	4172132	4172385	1314	NO
NC_021694.1	Gnomon	intron	4172386	4175490	1315	NO
NC_021694.1	Gnomon	exon	4175491	4175615	1316	NO
NC_021694.1	Gnomon	intron	4175616	4177514	1317	NO
NC_021694.1	Gnomon	exon	4177515	4177634	1318	NO
NC_021694.1	Gnomon	intron	4177635	4178626	1319	NO
NC_021694.1	Gnomon	exon	4178627	4178712	1320	NO
NC_021694.1	Gnomon	intron	4178713	4179172	1321	NO
NC_021694.1	Gnomon	exon	4179173	4179316	1322	NO
NC_021694.1	Gnomon	intron	4179317	4180497	1323	NO
NC_021694.1	Gnomon	exon	4180498	4180725	1324	NO
NC_021694.1	Gnomon	intron	4180726	4181517	1325	NO
NC_021694.1	Gnomon	exon	4181518	4181570	1326	NO
NC_021694.1	Gnomon	intron	4181571	4184394	1327	NO
NC_021694.1	Gnomon	exon	4184395	4184510	1328	NO
NC_021694.1	Gnomon	intron	4184511	4188559	1329	NO
NC_021694.1	Gnomon	exon	4188560	4188704	1330	NO
NC_021694.1	Gnomon	intron	4188705	4192475	1331	NO
NC_021694.1	Gnomon	exon	4192476	4192595	1332	NO
NC_021694.1	Gnomon	intron	4192596	4192867	1333	NO
NC_021694.1	Gnomon	exon	4192868	4192952	1334	NO
NC_021694.1	Gnomon	intron	4192953	4193586	1335	NO
NC_021694.1	Gnomon	exon	4193587	4194139	1336	NO
NC_021696.1	Gnomon	non_coding	4194140	4196734	NA	NA
NC_021694.1	Gnomon	exon	4196735	4196843	1338	NO
NC_021694.1	Gnomon	intron	4196844	4198476	1339	NO
NC_021694.1	Gnomon	exon	4198477	4198593	1340	NO
NC_021694.1	Gnomon	intron	4198594	4198674	1341	NO
NC_021694.1	Gnomon	exon	4198675	4198864	1342	NO
NC_021694.1	Gnomon	intron	4198865	4198942	1343	NO
NC_021694.1	Gnomon	exon	4198943	4199635	1344	NO
NC_021696.1	Gnomon	non_coding	4199636	4203421	NA	NA
NC_021694.1	Gnomon	exon	4203422	4205215	1346	NO
NC_021694.1	Gnomon	intron	4205216	4205905	1347	NO
NC_021694.1	Gnomon	exon	4205906	4206055	1348	NO
NC_021694.1	Gnomon	intron	4206056	4206656	1349	NO
NC_021694.1	Gnomon	exon	4206657	4206849	1350	NO
NC_021694.1	Gnomon	intron	4206850	4207416	1351	NO
NC_021694.1	Gnomon	exon	4207417	4207601	1352	NO
NC_021694.1	Gnomon	intron	4207602	4210842	1353	NO
NC_021694.1	Gnomon	exon	4210843	4210927	1354	NO
NC_021694.1	Gnomon	intron	4210928	4211169	1355	NO
NC_021694.1	Gnomon	exon	4211170	4211281	1356	NO
NC_021694.1	Gnomon	intron	4211282	4211681	1357	NO
NC_021694.1	Gnomon	exon	4211682	4211854	1358	NO
NC_021694.1	Gnomon	intron	4211855	4212404	1359	NO
NC_021694.1	Gnomon	exon	4212405	4213145	1360	NO
NC_021694.1	Gnomon	intron	4213146	4214515	1361	NO
NC_021694.1	Gnomon	exon	4214516	4215415	1362	NO
NC_021694.1	Gnomon	intron	4215416	4218324	1363	NO
NC_021694.1	Gnomon	exon	4218325	4218485	1364	NO
NC_021694.1	Gnomon	intron	4218486	4222322	1365	NO
NC_021694.1	Gnomon	exon	4222323	4222404	1366	NO
NC_021694.1	Gnomon	intron	4222405	4226466	1367	NO
NC_021694.1	Gnomon	exon	4226467	4226525	1368	NO
NC_021694.1	Gnomon	intron	4226526	4226901	1369	NO
NC_021694.1	Gnomon	exon	4226902	4227012	1370	NO
NC_021696.1	Gnomon	non_coding	4227013	4232960	NA	NA
NC_021694.1	Gnomon	exon	4232961	4233052	1372	NO
NC_021694.1	Gnomon	intron	4233053	4233124	1373	NO
NC_021694.1	Gnomon	exon	4233125	4233315	1374	NO
NC_021694.1	Gnomon	intron	4233316	4233388	1375	NO
NC_021694.1	Gnomon	exon	4233389	4233506	1376	NO
NC_021694.1	Gnomon	intron	4233507	4233587	1377	NO
NC_021694.1	Gnomon	exon	4233588	4233645	1378	NO
NC_021694.1	Gnomon	intron	4233646	4233747	1379	NO
NC_021694.1	Gnomon	exon	4233748	4233801	1380	NO
NC_021694.1	Gnomon	intron	4233802	4233910	1381	NO
NC_021694.1	Gnomon	exon	4233911	4233948	1382	NO
NC_021694.1	Gnomon	intron	4233949	4233989	1383	NO
NC_021694.1	Gnomon	exon	4233990	4234038	1384	NO
NC_021694.1	Gnomon	intron	4234039	4234262	1385	NO
NC_021694.1	Gnomon	exon	4234263	4234422	1386	NO
NC_021694.1	Gnomon	intron	4234423	4234487	1387	NO
NC_021694.1	Gnomon	exon	4234488	4234662	1388	NO
NC_021694.1	Gnomon	intron	4234663	4234738	1389	NO
NC_021694.1	Gnomon	exon	4234739	4234956	1390	NO
NC_021694.1	Gnomon	intron	4234957	4235074	1391	NO
NC_021694.1	Gnomon	exon	4235075	4235206	1392	NO
NC_021694.1	Gnomon	intron	4235207	4235296	1393	NO
NC_021694.1	Gnomon	exon	4235297	4235430	1394	NO
NC_021694.1	Gnomon	intron	4235431	4235550	1395	NO
NC_021694.1	Gnomon	exon	4235551	4235693	1396	NO
NC_021694.1	Gnomon	intron	4235694	4235825	1397	NO
NC_021694.1	Gnomon	exon	4235826	4235948	1398	NO
NC_021694.1	Gnomon	intron	4235949	4239099	1399	NO
NC_021694.1	Gnomon	exon	4239100	4239214	1400	NO
NC_021694.1	Gnomon	intron	4239215	4239627	1401	NO
NC_021694.1	Gnomon	exon	4239628	4239789	1402	NO
NC_021694.1	Gnomon	intron	4239790	4240925	1403	NO
NC_021694.1	Gnomon	exon	4240926	4240996	1404	NO
NC_021694.1	Gnomon	intron	4240997	4241096	1405	NO
NC_021694.1	Gnomon	exon	4241097	4241756	1406	NO
NC_021694.1	Gnomon	intron	4241757	4248612	1407	NO
NC_021694.1	Gnomon	exon	4248613	4248683	1408	NO
NC_021696.1	Gnomon	non_coding	4248684	4251401	NA	NA
NC_021694.1	Gnomon	exon	4251402	4251807	1410	NO
NC_021694.1	Gnomon	intron	4251808	4251924	1411	NO
NC_021694.1	Gnomon	exon	4251925	4252131	1412	NO
NC_021694.1	Gnomon	intron	4252132	4252264	1413	NO
NC_021694.1	Gnomon	exon	4252265	4252408	1414	NO
NC_021694.1	Gnomon	intron	4252409	4252540	1415	NO
NC_021694.1	Gnomon	exon	4252541	4252605	1416	NO
NC_021694.1	Gnomon	intron	4252606	4252718	1417	NO
NC_021694.1	Gnomon	exon	4252719	4252808	1418	NO
NC_021694.1	Gnomon	intron	4252809	4252968	1419	NO
NC_021694.1	Gnomon	exon	4252969	4253105	1420	NO
NC_021694.1	Gnomon	intron	4253106	4253292	1421	NO
NC_021694.1	Gnomon	exon	4253293	4253378	1422	NO
NC_021694.1	Gnomon	intron	4253379	4253485	1423	NO
NC_021694.1	Gnomon	exon	4253486	4253710	1424	NO
NC_021694.1	Gnomon	intron	4253711	4253804	1425	NO
NC_021694.1	Gnomon	exon	4253805	4253908	1426	NO
NC_021694.1	Gnomon	intron	4253909	4253992	1427	NO
NC_021694.1	Gnomon	exon	4253993	4254150	1428	NO
NC_021694.1	Gnomon	intron	4254151	4254241	1429	NO
NC_021694.1	Gnomon	exon	4254242	4254333	1430	NO
NC_021694.1	Gnomon	intron	4254334	4254413	1431	NO
NC_021694.1	Gnomon	exon	4254414	4254584	1432	NO
NC_021694.1	Gnomon	intron	4254585	4254726	1433	NO
NC_021694.1	Gnomon	exon	4254727	4254886	1434	NO
NC_021694.1	Gnomon	intron	4254887	4254982	1435	NO
NC_021694.1	Gnomon	exon	4254983	4255143	1436	NO
NC_021694.1	Gnomon	intron	4255144	4255253	1437	NO
NC_021694.1	Gnomon	exon	4255254	4255516	1438	NO
NC_021696.1	Gnomon	non_coding	4255517	4257878	NA	NA
NC_021694.1	Gnomon	exon	4257879	4257986	1440	NO
NC_021694.1	Gnomon	intron	4257987	4260845	1441	NO
NC_021694.1	Gnomon	exon	4260846	4260943	1442	NO
NC_021694.1	Gnomon	intron	4260944	4261116	1443	NO
NC_021694.1	Gnomon	exon	4261117	4261216	1444	NO
NC_021694.1	Gnomon	intron	4261217	4261472	1445	NO
NC_021694.1	Gnomon	exon	4261473	4261655	1446	NO
NC_021694.1	Gnomon	intron	4261656	4262151	1447	NO
NC_021694.1	Gnomon	exon	4262152	4263754	1448	NO
NC_021696.1	Gnomon	non_coding	4263755	4298528	NA	NA
NC_021694.1	Gnomon	exon	4298529	4298637	1450	NO
NC_021694.1	Gnomon	intron	4298638	4301886	1451	NO
NC_021694.1	Gnomon	exon	4301887	4302068	1452	NO
NC_021694.1	Gnomon	intron	4302069	4306563	1453	NO
NC_021694.1	Gnomon	exon	4306564	4306861	1454	NO
NC_021694.1	Gnomon	intron	4306862	4307773	1455	NO
NC_021694.1	Gnomon	exon	4307774	4308035	1456	NO
NC_021694.1	Gnomon	intron	4308036	4308036	1457	NO
NC_021694.1	Gnomon	exon	4308037	4308087	1458	NO
NC_021694.1	Gnomon	intron	4308088	4308089	1459	NO
NC_021694.1	Gnomon	exon	4308090	4308098	1460	NO
NC_021694.1	Gnomon	intron	4308099	4308099	1461	NO
NC_021694.1	Gnomon	exon	4308100	4309038	1462	NO
NC_021696.1	Gnomon	non_coding	4309039	4313308	NA	NA
NC_021694.1	Gnomon	exon	4313309	4314761	1464	NO
NC_021694.1	Gnomon	intron	4314762	4315265	1465	NO
NC_021694.1	Gnomon	exon	4315266	4315366	1466	NO
NC_021694.1	Gnomon	intron	4315367	4315457	1467	NO
NC_021694.1	Gnomon	exon	4315458	4315642	1468	NO
NC_021694.1	Gnomon	intron	4315643	4315731	1469	NO
NC_021694.1	Gnomon	exon	4315732	4315939	1470	NO
NC_021694.1	Gnomon	intron	4315940	4316690	1471	NO
NC_021694.1	Gnomon	exon	4316691	4316787	1472	NO
NC_021694.1	Gnomon	intron	4316788	4318007	1473	NO
NC_021694.1	Gnomon	exon	4318008	4318236	1474	NO
NC_021696.1	Gnomon	non_coding	4318237	4318977	NA	NA
NC_021694.1	Gnomon	exon	4318978	4319383	1476	NO
NC_021694.1	Gnomon	intron	4319384	4320055	1477	NO
NC_021694.1	Gnomon	exon	4320056	4320135	1478	NO
NC_021694.1	Gnomon	intron	4320136	4320312	1479	NO
NC_021694.1	Gnomon	exon	4320313	4320456	1480	NO
NC_021694.1	Gnomon	intron	4320457	4320816	1481	NO
NC_021694.1	Gnomon	exon	4320817	4320924	1482	NO
NC_021694.1	Gnomon	intron	4320925	4321264	1483	NO
NC_021694.1	Gnomon	exon	4321265	4321379	1484	NO
NC_021694.1	Gnomon	intron	4321380	4321869	1485	NO
NC_021694.1	Gnomon	exon	4321870	4322013	1486	NO
NC_021694.1	Gnomon	intron	4322014	4322492	1487	NO
NC_021694.1	Gnomon	exon	4322493	4322698	1488	NO
NC_021694.1	Gnomon	intron	4322699	4323332	1489	NO
NC_021694.1	Gnomon	exon	4323333	4323458	1490	NO
NC_021694.1	Gnomon	intron	4323459	4323807	1491	NO
NC_021694.1	Gnomon	exon	4323808	4323979	1492	NO
NC_021694.1	Gnomon	intron	4323980	4324949	1493	NO
NC_021694.1	Gnomon	exon	4324950	4325025	1494	NO
NC_021694.1	Gnomon	intron	4325026	4326641	1495	NO
NC_021694.1	Gnomon	exon	4326642	4326680	1496	NO
NC_021696.1	Gnomon	non_coding	4326681	4337115	NA	NA
NC_021694.1	Gnomon	exon	4337116	4339443	1498	NO
NC_021694.1	Gnomon	intron	4339444	4340434	1499	NO
NC_021694.1	Gnomon	exon	4340435	4340553	1500	NO
NC_021694.1	Gnomon	intron	4340554	4340645	1501	NO
NC_021694.1	Gnomon	exon	4340646	4340726	1502	NO
NC_021694.1	Gnomon	intron	4340727	4341780	1503	NO
NC_021694.1	Gnomon	exon	4341781	4341882	1504	NO
NC_021694.1	Gnomon	intron	4341883	4342451	1505	NO
NC_021694.1	Gnomon	exon	4342452	4342586	1506	NO
NC_021694.1	Gnomon	intron	4342587	4342891	1507	NO
NC_021694.1	Gnomon	exon	4342892	4343086	1508	NO
NC_021694.1	Gnomon	intron	4343087	4343898	1509	NO
NC_021694.1	Gnomon	exon	4343899	4343989	1510	NO
NC_021694.1	Gnomon	intron	4343990	4344643	1511	NO
NC_021694.1	Gnomon	exon	4344644	4344803	1512	NO
NC_021694.1	Gnomon	intron	4344804	4345076	1513	NO
NC_021694.1	Gnomon	exon	4345077	4345261	1514	NO
NC_021694.1	Gnomon	intron	4345262	4345664	1515	NO
NC_021694.1	Gnomon	exon	4345665	4345798	1516	NO
NC_021694.1	Gnomon	intron	4345799	4345973	1517	NO
